Ro,smiles
1.5737,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.9323,[O-][N+](=O)c1c2[N-]O[N+](=O)c2c2c(c1N)[N+](=O)O[N-]2
1.3515,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-]
1.2956,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C
1.4072,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N
1.7225,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O
1.5383,N#Cc1ccc(cc1)/C=C\c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.6571,[O-][N+](=O)c1cc(ccc1OCCOc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4373,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
1.3413,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C
1.323,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
1.4439,O=C(c1ccco1)N/N=C/c1ccccc1[N+](=O)[O-]
1.7676,[O-][N+](=O)c1n(/N=N/n2cnc(c2[N+](=O)[O-])[N+](=O)[O-])cnc1[N+](=O)[O-]
1.5504,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
1.573,[O-][N+](=O)c1ccccc1[N+](=O)[O-]
1.4626,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-]
1.2021,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
1.4537,[O-][N+](=O)CC(c1c[nH]c2c1cccc2)C[N+](=O)[O-]
1.2799,[O-][N+](=O)c1ccccc1NN=C1CCCCC1
1.5017,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4737,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
1.7734,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N
1.396,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C
1.4797,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-]
1.3854,N#CC(=C1C[C@H](c2ccco2)[C@H]([C@H](C1)c1ccco1)[N+](=O)[O-])C#N
1.3828,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C\1/C=CC(=O)C2=CC=CC=C1C2
1.3499,[O-][N+](=O)c1ccc(cc1)Cc1ccncc1
1.3545,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-]
1.5514,[O-][N+](=O)[C@H]1[C@@H](C21CC2)[N+](=O)[O-]
1.246,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C
1.7339,[O-][N+](=O)N=C1NCN(CN1)[N+](=O)[O-]
1.6901,OCC(C([N+](=O)[O-])(CO)CO)([N+](=O)[O-])CO
1.6965,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1O)C(=O)C)O
1.8746,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-]
1.3411,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2
1.5811,O=C1c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
1.9592,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4112,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-]
1.3761,O=C1C[C@@H](N1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
1.3688,[O-][N+](=O)c1cnn(c1)[C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)O
2.0142,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-]
1.3855,O=C1N2CC[C@H]2C[C@H]1[C@@H](c1ccc(cc1)[N+](=O)[O-])O
1.3412,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C
1.4813,COc1ccccc1[C@H]1C(=C(N)Oc2c1c(=O)oc(c2)C)[N+](=O)[O-]
1.3191,CN(c1ccc(cc1N)[N+](=O)[O-])C
1.4933,[O-][N+](=O)Cc1nnc(o1)c1ccccc1
1.5283,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-]
1.4062,C=C[C@]1(C)Oc2ccccc2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
1.3586,CN(c1ccc(c(c1)N)[N+](=O)[O-])C
1.3974,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
1.5419,[O-][N+](=O)/N=c/1\cc(C)ccn1O
1.9374,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-]
1.5038,[O-][N+](=O)c1ccc2n(c1=O)C[C@@H]1C[C@H]2CNC1
1.4711,[O-][N+](=O)c1ccn(n1)C
1.5228,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-]
1.1997,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C
1.5634,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1
1.3774,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2
1.3545,OC[C@@H]1CCCN1C(=O)c1cc(ccc1NC)[N+](=O)[O-]
1.549,C/C(=N\Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/c1ccccc1
1.545,[O-][N+](=O)C1=C[C@@](O)(c2ccccc2)C(=O)[C@@]([C@@H]1[N+](=O)[O-])(C)[N+](=O)[O-]
1.4717,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
1.4122,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
1.4038,[O-][N+](=O)C([C@H]1OC(=N)c2c1cccc2)(C)C
1.5308,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
1.4486,CCOC(=O)/C(=C/c1ccc(cc1)[N+](=O)[O-])/[N+](=O)[O-]
1.3874,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
1.3953,O=C(C(=O)n1cc(c2c1cccc2)C)c1ccc(cc1)[N+](=O)[O-]
1.4566,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
1.517,Oc1cccc(c1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.143,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C
1.4534,CC(=O)C(=NNc1ccc(cc1)[N+](=O)[O-])C(=O)C
1.5,[O-][N+](=O)c1cc(cc2c1O[C@H]1OCCC[C@H]1C2)[N+](=O)[O-]
1.7952,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
1.3627,COc1ccc(cc1)N([N+](=O)[O-])C
1.4499,[O-][N+](=O)C1([C@@H]2C[C@@H]3C[C@H]1C[C@H](C2)C3)[N+](=O)[O-]
1.3516,[O-][N+](=O)c1nnn(c1c1ccccc1)Cc1ccccc1
1.3853,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
1.2289,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C
1.7315,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3826,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-]
1.4133,[O-][N+](=O)OC[C@@H]1CC[C@H](CC1)CO[N+](=O)[O-]
1.3065,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
1.8353,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-]
1.3404,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2
1.3311,[O-][N+](=O)C1(CCCCC1)C1(CCCCC1)[N+](=O)[O-]
1.5081,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C
1.8312,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3751,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-]
1.4343,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
1.6591,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.3407,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1
1.4417,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-]
1.8298,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5535,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
1.3872,N#Cc1ccc(c(c1)[N+](=O)[O-])C
1.3794,COc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1OC
1.4197,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2
1.3724,C/C(=N/N=C(/c1ccccc1[N+](=O)[O-])\C)/c1ccccc1[N+](=O)[O-]
1.5208,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
1.3066,CCOc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
1.4141,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1
1.334,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1
1.3029,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
1.3266,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C
1.6276,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N
1.3111,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1
1.3624,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-]
1.3329,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C
1.6316,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1
1.6138,[O-][N+](=O)c1cc(no1)C(=O)OC
1.2685,CC/C(=N/Nc1ccccc1[N+](=O)[O-])/C
1.5059,O[C@H]1Nc2ccc(cc2C(=O)N2[C@H]1CCC2)[N+](=O)[O-]
1.3143,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
1.4826,Cc1ccc(cc1)c1noc2n1cc(n2)[N+](=O)[O-]
1.522,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-]
1.3222,CN1CCO[C@@]2([C@H]1OCCN2C)c1ccc(cc1)[N+](=O)[O-]
1.6917,COC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
1.488,[O-][N+](=O)c1cc(ccc1n1cc(c(n1)c1ccccc1O)C)[N+](=O)[O-]
1.4264,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
1.4148,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-]
1.5477,[O-][N+](=O)[C@@H]1C[C@H](C[C@H](C21OCCO2)[N+](=O)[O-])[N+](=O)[O-]
1.682,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C
1.46,CCOC(=O)/C(=C/Nc1cccc(c1)[N+](=O)[O-])/C(=O)O
1.629,Nc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
1.2411,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
1.5897,OC(=O)c1ccc(cc1N)[N+](=O)[O-]
1.3591,O=C1N[C@@H](N[C@H]2[C@@H]1CCCC2)c1ccc(cc1)[N+](=O)[O-]
1.9671,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-]
1.5834,[O-][N+](=O)c1cccc2c1[nH]ncc2=O
1.5189,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-]
1.4245,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C
1.3256,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-]
1.3281,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C
1.7231,[O-][N+](=O)c1ccc(c(c1)C(=O)O)[N+](=O)[O-]
1.4456,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-]
1.4793,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])O
1.3625,Nc1ccc(c(c1)[N+](=O)[O-])C
1.3005,CCN(c1ccccc1)C(=O)COc1ccc(cc1)[N+](=O)[O-]
1.3403,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1
1.4958,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-]
1.3852,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-]
1.5179,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
1.3654,C/C(=N\N=C(\c1ccccc1[N+](=O)[O-])/C)/c1ccccc1[N+](=O)[O-]
1.5696,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-]
1.3553,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC
1.35,O=C1N2CC[C@H]2C[C@@H]1[C@@H](c1ccc(cc1)[N+](=O)[O-])O
1.3177,CN(/C=C/[N+](=O)[O-])C
1.2826,CN(c1cccc2c1c(ccc2)[N+](=O)[O-])C
1.6338,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
1.2944,[O-][N+](=O)C[C@@H](c1ccccc1)CC(=O)c1ccccn1
1.9542,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4129,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-]
1.3971,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@]12CCCC[C@H]2CC1
1.4214,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-]
1.2848,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
1.4207,CN(c1ccc(cc1)/C=C/1\OC(=O)c2c1ccc(c2)[N+](=O)[O-])C
1.4379,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2
1.2583,[O-][N+](=O)c1c(C)c([N+](=O)[O-])c(c(c1C)C(C)(C)C)C
1.3952,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
1.553,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
1.6125,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
1.3746,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-]
1.3764,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C
1.3363,[O-][N+](=O)c1nccn1C[C@@H](CN1C[C@@H]1C)O
1.4156,[O-][N+](=O)[C@H]1[C@](C)(C=C(C(=O)[C@]1(C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
1.7183,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.4529,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
1.4962,O=C1CC/[N+](=C/c2ccc(cc2)[N+](=O)[O-])/[N-]1
1.3747,O=C(c1nnn(c1)c1ccc(cn1)[N+](=O)[O-])OC(C)(C)C
1.6604,[O-][N+](=O)c1c[nH]cn1
1.415,[O-][N+](=O)c1c(C)cc2n1cccc2C
1.7508,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.7579,[O-][N+](=O)NCC(CN[N+](=O)[O-])(CN[N+](=O)[O-])CN[N+](=O)[O-]
1.9311,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-]
1.4064,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
1.4188,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
1.5228,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
1.7117,[O-][N+](=O)N1CN(C2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4013,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C
1.4687,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.281,N#CC(=c1cc(C)n(c(c1)C)CC)c1ccc(cc1)[N+](=O)[O-]
1.44,[O-][N+](=O)c1nc([nH]c1C)C
1.3852,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-]
1.7608,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
1.5754,O=[N+]1C=C/C(=[N+](/[N+](=O)[O-])\C)/C=C1
1.3378,CC1=Nc2ccccc2CN=C1c1cccc(c1)[N+](=O)[O-]
1.6727,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C
1.376,COc1ccc(cc1)n1nccc1c1ccccc1[N+](=O)[O-]
1.3948,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O
1.5258,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.31,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
1.8129,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.2883,O=C1C=CC(=CC1=C1NC(C(N1)(C)C)(C)C)[N+](=O)[O-]
1.5252,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
1.852,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
1.4045,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
1.7008,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4819,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-]
1.4842,[O-][N+](=O)c1cn(cn1)C
1.3698,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O
1.2601,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C
1.3635,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
1.4935,[O-][N+](=O)c1ccc(cc1)n1cccn1
1.5353,[O-][N+](=O)c1cccc2c1[nH]c(=O)c1c2cccc1
1.4116,N#CC1=NO[C@](C1(C)C)(C#N)[N+](=O)[O-]
1.4713,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@]12CCC[C@@H](O2)CCC1
1.4863,O=[N+]1c2ccc(cc2[N-]OC21CCCCC2)[N+](=O)[O-]
1.3556,Oc1ccc(cc1/C=N/c1ccc(c(c1)C)C)[N+](=O)[O-]
1.454,[O-][N+](=O)c1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
1.3958,[O-][N+](=O)c1c(nc2n1cccc2C)c1ccccc1
1.3015,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C
1.2957,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C
1.4214,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-]
1.625,[O-][N+](=O)/N=c/1\cccc[nH]1
1.4498,[O-][N+](=O)N1CCc2c1cccc2
1.4735,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.3457,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
1.3858,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-]
1.8607,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-]
1.575,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-]
1.4473,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-]
1.3338,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C
1.3275,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2
1.4155,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
1.4533,[O-][N+](=O)[C@]1(C)C=C(C)[C@]([C@](C1=O)(C)O)(C)[N+](=O)[O-]
1.3611,CCc1ccc(cc1N)[N+](=O)[O-]
1.5348,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
1.5266,[O-][N+](=O)c1c(C)cc[nH]c1=O
1.3026,CN1[C@@H]2CCCC[C@@H]2CO[C@H]1c1ccc(cc1)[N+](=O)[O-]
1.5046,Oc1ccccc1C(=O)c1cn(C)c(=O)c(c1)[N+](=O)[O-]
1.5667,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C
1.405,Cc1nccn1c1ccc(cc1)[N+](=O)[O-]
1.4166,O=C(c1cccnc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
1.3643,COc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
1.7417,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C
1.4868,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
1.319,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-]
1.4513,O=C(c1ccncc1)c1ccc(cc1)[N+](=O)[O-]
1.4979,[O-][N+](=C1C=C[N+](=O)C(=C1)C)[O-]
1.608,[O-][N+](=O)c1cc(cc(c1N(C)C)[N+](=O)[O-])[N+](=O)[O-]
1.3001,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O
1.3548,N#C/C(=C\c1ccccc1)/[N+](=O)[O-]
1.3566,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
1.3695,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N
1.3718,Cc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
1.4043,O=NN1[C@@H](CO[C@@H]1c1ccc(cc1)[N+](=O)[O-])Cc1ccccc1
1.7815,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.3888,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2
1.3833,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-]
1.9185,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-]
1.3622,CN(c1ccc(cc1)[N+](=O)[O-])C
1.4184,[O-][N+](=O)c1ccc(cc1)C1=NO[C@H]2[C@@H]1CCC2
1.5152,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-]
1.3064,Cc1cc(ccc1NCc1ccccc1)[N+](=O)[O-]
1.83,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4776,[O-][N+](=O)c1ccc(cc1)N/N=N/c1ccc(cc1)[N+](=O)[O-]
1.7911,[O-][N+](=O)N1CN(C[C@@H]2[C@H]1CN(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4407,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O
1.3914,[O-][N+](=O)c1ccc(cc1)OCCCCOc1ccc(cc1)[N+](=O)[O-]
1.4729,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.3722,CC(=O)/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
1.3681,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-]
1.7138,[O-][N+](=O)/N=C(/n1nc(nc1N)N)\N
1.4095,CCOC(=O)[C@@]1(C#N)[C@@H](C1(C#N)C#N)c1ccc(cc1)[N+](=O)[O-]
1.3414,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
1.5434,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
1.3527,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2
1.3789,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-]
1.5701,CC(=NNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
1.3953,O=C1NC=C([C@@H](N1C)N1CCCC1)[N+](=O)[O-]
1.5432,O=C1CN(C(=O)CN1c1ccccc1[N+](=O)[O-])c1ccccc1[N+](=O)[O-]
1.6547,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
1.8874,[O-][N+](=O)c1c(C(=O)N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
1.6948,O=C1c2cc(cc(c2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3598,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
1.4663,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1
1.256,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-]
1.7377,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@]1([C@H]2[C@]3([C@H]41)[N+](=O)[O-])[N+](=O)[O-]
1.5081,O/N=C/c1ccc(cc1)[N+](=O)[O-]
1.2301,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1C(C)(C)C)C(C)(C)C
1.4633,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
1.2395,CCc1cccc(c1NC(=O)c1ccc(cc1)[N+](=O)[O-])CC
1.4636,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
