Ro,smiles
1.2282,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-]
1.4951,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
1.374,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-]
1.3882,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
1.288,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-]
1.3514,CC1=C[C@@](C)([N+](=O)[O-])[C@@H](C(C1=O)(C)C)[N+](=O)[O-]
1.4443,CN([N+](=O)[O-])CC1(COC1)CN([N+](=O)[O-])C
1.6341,N#CC(=C1c2cc(cc(c2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C#N
1.3637,CNC1=C([N+](=O)[O-])[C@@H](c2c(O1)[nH]nc2C)c1ccc(cc1)C
1.3057,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
1.4062,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
1.463,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2
1.4051,CCOC(=O)Cn1cc2c(n1)cc(cc2)[N+](=O)[O-]
1.5375,O=C1Nc2c(C1)cc(cc2)[N+](=O)[O-]
1.4006,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1
1.5599,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-]
1.4988,Oc1ccc(cc1)Nc1ncccc1[N+](=O)[O-]
1.3795,[O-][N+](=O)c1cccc(c1N)C
1.395,N#C[C@]1([N+](=O)[O-])[C@H]2[C@@H]1[C@@H]1C[C@H]2C=C1
1.3516,COc1ccc(cc1)/C=C(\C(=O)NCc1ccccc1)/[N+](=O)[O-]
1.6889,[O-][N+](=O)c1c[nH]nn1
1.3806,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
1.8795,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-]
1.6279,[O-][N+](=O)C([C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4513,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
1.5396,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-]
1.6449,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-]
1.4407,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1
1.4152,[O-][N+](=O)c1cc(/C=N/CCO)c(cc1)O
1.5343,O=Cc1cn(nc1c1ccccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.419,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H](c1ccccc1)C
1.6642,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
1.7477,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4688,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-]
1.3831,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1
1.5425,O=C1C=CC(=O)N1c1ccc(cc1)[N+](=O)[O-]
1.3993,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2
1.5754,[O-][N+](=O)c1cccc(c1)[N+](=O)[O-]
1.4486,O=C1OC(C)(C)OC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
1.3087,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C
1.3552,COc1ccc(cc1)C(=O)[C@@H](Oc1ccc(nc1[N+](=O)[O-])C)C
1.3834,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
1.4328,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-]
1.4663,COc1cc([N+](=O)[O-])c2c(c1OC(=O)C)cccn2
1.4585,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1
1.5947,[O-][N+](=O)c1cc(cc(c1OCC1CC1)[N+](=O)[O-])[N+](=O)[O-]
1.284,CCCc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
1.4693,COC(=O)c1cnc2c(c1)c(ccc2)[N+](=O)[O-]
1.5787,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
1.3608,Cc1oc(C)cc(=Nc2ccc(cc2)[N+](=O)[O-])c1
1.7751,NNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.9454,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.2941,[O-][N+](=O)/C=C(/C(=O)c1ccc(cc1)C)\Nc1ccccc1
1.5648,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-]
1.475,COC(=O)[C@H]1C[C@H](N([C@H]1c1ccc(cc1)[N+](=O)[O-])O)C(=O)OC
1.5235,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.5762,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.8275,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
1.5468,[O-][N+](=O)[C@@H]1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@@H]2[C@H]3[C@H]4[C@H]1[C@H]2[N+](=O)[O-]
1.7127,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-]
1.438,Oc1ccc(cc1/C=N/N1CCOCC1)[N+](=O)[O-]
1.4201,[O-][N+](=O)c1cnc(n1C)C
1.4141,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.554,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-]
1.3662,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-]
1.7244,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5248,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
1.2539,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-]
1.4281,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCO1
1.3119,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C
1.4286,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
1.5578,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-]
1.4257,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-]
1.3585,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
1.3687,CNc1ccc(cc1)[N+](=O)[O-]
1.628,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.7284,[O-][N+](=O)n1ncc(c1)n1cnnn1
1.3282,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC
1.3245,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C
1.5364,OCc1ccc(c(c1)N)[N+](=O)[O-]
1.7217,[O-][N+](=O)c1c([O-])[nH]c2[n+](c1=O)cccc2
1.3373,O/N=C(/C(=N/N=C/c1ccc(cc1)[N+](=O)[O-])/C)\C
1.3494,CCCC(=O)Nc1cc([N+](=O)[O-])c(cc1C)C(=O)OC
1.543,[O-][N+](=O)C1=C([N-]O[N+]1=O)c1ccccc1
1.5088,O=c1n2CCCCCc2nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
1.4982,[O-][N+](=O)c1ncn(c1)c1ccccc1
1.6418,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
1.5382,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
1.6996,N#Cc1cc(cc2c1c1c(cc(cc1C2=O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4544,COc1cc(ccc1N)[N+](=O)[O-]
1.4112,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-]
1.2476,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-]
1.3895,CCc1nccn1c1ccc(cc1)[N+](=O)[O-]
1.3835,[O-][N+](=O)c1ccc2c(c1)nc(n2C(=O)c1ccccc1)c1ccccc1
1.5003,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.3828,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1
1.364,CC(/N=C/c1cc(ccc1O)[N+](=O)[O-])C
1.295,Cc1ccc2c(c1)n(c1ccc(cc1)[N+](=O)[O-])c(n2)c1ccccc1
1.4895,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C
1.2959,C/C(=N\Nc1ccccc1C)/c1cccc(c1)[N+](=O)[O-]
1.404,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1
1.3313,CC[C@@H]([C@H](N1C(=O)c2c(C1=O)cccc2)C[N+](=O)[O-])C=O
1.669,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
1.6603,COC(=O)C(=O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4101,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C
1.6719,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])O
1.4954,[O-][N+](=O)c1ccccc1[C@@H]1O[C@H]1c1ccccc1[N+](=O)[O-]
1.3627,Nc1ccccc1c1ccc(cc1)[N+](=O)[O-]
1.6638,[O-][N+](=O)c1cc(cc(c1N1CC1)[N+](=O)[O-])[N+](=O)[O-]
1.4472,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C
1.38,[O-][N+](=O)c1ccc(cc1)Cc1nccnc1
1.5946,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
1.3367,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2
1.5315,[O-][N+](=O)N(CO)C
1.5617,[O-][N+](=O)c1ccc(cc1)n1cnnn1
1.2939,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C
1.7926,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.6881,CC(=O)Oc1cc(cc2c1c1cc(cc(c1[nH]c2=O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4908,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-]
1.4534,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C
1.3591,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
1.3793,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
1.4484,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1
1.5022,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4043,OCCCn1c(C)ncc1[N+](=O)[O-]
1.6324,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1
1.3448,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C
1.4204,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
1.6204,[O-][N+](=O)CC[N+](=O)[O-]
1.4985,CN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=O)c2c1cccc2
1.3974,COC(=O)C1=C(C)NC(=O)C[C@H]1c1ccccc1[N+](=O)[O-]
1.5269,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N
1.5524,[O-][N+](=O)[C@]1(C)c2ccccc2[C@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.2654,CCOC(=O)[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)C#N
1.3111,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N2CCCC1
1.3576,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C
1.431,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
1.5099,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.3353,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
1.7742,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.6336,[O-][N+](=O)c1cc(/N=N/c2cc(cc(c2C)[N+](=O)[O-])[N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
1.863,[O-][N+](=O)c1c(C(=O)O)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
1.4105,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-]
1.3447,NC(=O)[C@H](c1ccccc1)/N=C/c1cccc(c1)[N+](=O)[O-]
1.4161,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
1.5623,[O-][N+](=O)NCN([N+](=O)[O-])C
1.4841,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2
1.4413,N#Cc1c(C)cccc1[N+](=O)[O-]
1.339,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1
1.4615,[O-][N+](=O)c1c(C)nn2c1ccc1c2cccc1
1.455,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
1.8335,[O-][N+](=O)C([N+](=O)[O-])([N+](=O)[O-])CNc1nonc1NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.4012,Oc1ccc(cc1/C=N/Nc1ccccc1)[N+](=O)[O-]
1.5316,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N
1.3617,COc1cc(ccc1[N+](=O)[O-])N(C)C
1.324,COc1cc(C(=O)NCc2ccccc2)c(cc1OC)[N+](=O)[O-]
1.3634,N/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
1.7944,[O-][N+](=O)c1nonc1Nc1nnc2n(n1)cnn2
1.2437,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
1.3576,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1
1.7888,O=C1N(CCN1[N+](=O)[O-])[N+](=O)[O-]
1.4698,Oc1ccc(cc1/C=N/c1cccc(c1C)[N+](=O)[O-])[N+](=O)[O-]
1.5764,CC(=O)Nc1[nH]nc(n1)[N+](=O)[O-]
1.8187,[O-][N+](=O)/N=[N+]/1\C=[NH+]N=C1
1.484,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-]
1.9704,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-]
1.3049,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-]
1.4825,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-]
1.6075,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.3441,O=CNCCc1ccc(cc1)[N+](=O)[O-]
1.4823,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-]
1.4047,[O-][N+](=O)c1cnc(n1C)c1ccccc1
1.525,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
1.4241,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-]
1.4294,[O-][N+](=O)c1ccc(cc1)Cn1nnc2c1cccc2
1.4535,O=C(c1cccc(c1O)[N+](=O)[O-])Nc1ccccc1
1.4186,COc1ccccc1C(=C([N+](=O)[O-])[N+](=O)[O-])c1ccccc1OC
1.777,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3C([C@@H]1C[C@@H](C2([N+](=O)[O-])[N+](=O)[O-])C3)([N+](=O)[O-])[N+](=O)[O-]
1.3597,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
1.329,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
1.5067,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-]
1.3114,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccc(cc1)C
1.5594,[O-][N+](=O)OCC1(CO[N+](=O)[O-])COC1
1.7372,O=C1c2c(ccc(c2C(=O)c2c1c(ccc2O)[N+](=O)[O-])O)[N+](=O)[O-]
1.4484,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C
1.3275,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C
1.3026,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
1.5398,[O-][N+](=O)c1ccc(cc1)/N=N/c1ccc(c(c1)C(=O)O)O
1.6954,[O-][N+](=O)c1cc(cc2c1c1c(C2)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.6083,OCCNc1cc(NCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.443,O=c1cc(C)c(c([nH]1)C)[N+](=O)[O-]
1.4448,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
2.063,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5093,Cc1ccnc(c1[N+](=O)[O-])/N=N/c1nccc(c1[N+](=O)[O-])C
1.476,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-]
1.2913,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-]
1.435,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C
1.3196,CCCCn1cnnc1Nc1cccc(c1)[N+](=O)[O-]
1.4654,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.7462,Nn1nc(c(n1)[N+](=O)[O-])N
1.6316,N#Cc1cc(cc2c1c1c(C#N)cc(cc1C2=O)[N+](=O)[O-])[N+](=O)[O-]
1.3329,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC
1.4925,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.307,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C
1.2345,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
1.3773,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.2701,CCOC(=O)[C@H]([C@@H]([C@H]([N+](=O)[O-])C)c1ccccc1)C#N
1.4598,CC1=CC=C[N+](=O)/C/1=[NH+]/[N+](=O)[O-]
1.4416,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-]
1.3824,[O-][N+](=O)c1cccc2c1c1ccccc1NC2
1.2904,[O-][N+](=O)c1ccccc1NN=C(c1ccccc1)c1ccccc1
1.4544,[O-][N+](=O)c1cccc2c1nccc2
1.9194,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5793,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-]
1.3091,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-]
1.5488,OC(=O)[C@@H]1CC[C@@H]1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.547,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-]
1.4921,[O-][N+](=O)c1cc(N/C=C\2/C=CC=C(C2=O)OC)c(cc1)O
1.5499,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
1.4021,[O-][N+](=O)c1ccc(nc1)Nc1ccccc1
1.428,CCOC(=O)Cn1cccc(c1=O)[N+](=O)[O-]
1.2875,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
1.4015,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
1.3828,COc1cc(/C=N/c2ccc(cc2)[N+](=O)[O-])cc(c1OC)OC
1.6773,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
1.4728,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
1.4309,O=[N+](c1ccccc1)/N=[NH+]/c1ccc(cc1)[N+](=O)[O-]
1.8529,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
1.5829,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.3458,Cc1cnc(nc1c1cccc(c1)[N+](=O)[O-])c1ccccc1
1.4441,O=C(Oc1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
1.3404,C[C@@]1(CN=NN1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
1.429,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
1.789,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O
1.3427,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
1.3902,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
1.6143,[O-][N+](=O)c1ccc(o1)/C=N/O
1.3111,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1c(C)cccc1C
1.4222,COC(=O)c1cc(ncc1C(=O)OC)c1ccccc1[N+](=O)[O-]
1.4219,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
1.6785,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
1.5486,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
1.3896,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
1.6299,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.2686,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
1.3647,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
1.3841,N#Cc1cc(ccc1C)[N+](=O)[O-]
1.3922,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2
1.3849,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
1.7045,[O-][N+](=O)c1n[nH]c2c1cccc2[N+](=O)[O-]
1.3141,CN(c1ccccc1)/N=C/c1ccccc1[N+](=O)[O-]
1.5107,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
1.5144,[O-][N+](=O)c1nccn1CC(=O)NCCO
1.5392,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O
1.3527,CNC1=NC(=C(/C/1=N\c1ccccc1)[N+](=O)[O-])NC
1.5674,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-]
1.3651,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
1.767,COc1c2nonc2c2c(c1[N+](=O)[O-])non2
1.4517,Nc1ccc2c(c1)Cc1c2ccc(c1)[N+](=O)[O-]
1.6372,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5174,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-]
1.4367,C=CCOC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.4596,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.6897,[O-][N+](=O)N1CCn2c1nnn2
1.4714,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2
1.4164,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
1.4529,Cn1ncc(c1)[N+](=O)[O-]
1.3234,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-]
1.5733,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
1.2614,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
1.3195,C/C(=N\c1n(C)cnc1[N+](=O)[O-])/N1CCCCC1
1.4617,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
1.4432,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4873,[O-][N+](=O)c1cccc(c1)/C=N/n1cnnc1
1.4434,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
1.4055,COc1ccc(cn1)/N=C/c1ccc(cc1)[N+](=O)[O-]
1.3807,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
1.4507,[O-][N+](=O)c1ccccc1/C=N/N=C/c1ccccc1[N+](=O)[O-]
1.7522,[O-][N+](=O)c1c(O)c(C(=O)C)c(c(c1O)[N+](=O)[O-])O
1.5349,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
1.3718,CNC1=C([N+](=O)[O-])[C@@H](C(=C(O1)c1ccccc1)C#N)c1ccccc1
1.345,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccccc1
1.6678,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4031,[O-][N+](=O)c1ccccc1c1nc2c([nH]1)cccc2
1.6225,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4572,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
